AAAAMMDD	tMin	tMax	tMoy	djuM	djuC	tag
20190922	13.80	26.20	20.00	0.00	0.93	201909
20190923	12.70	22.90	17.80	0.20	1.58	201909
20190924	9.40	17.80	13.60	4.40	4.40	201909
20190925	14.20	23.20	18.70	0.00	0.98	201909
20190926	14.60	24.50	19.55	0.00	0.76	201909
20190927	11.90	28.40	20.15	0.00	1.44	201909
20190928	13.70	25.00	19.35	0.00	1.03	201909
20190929	8.00	26.80	17.40	0.60	3.03	201909
20190930	12.50	25.20	18.85	0.00	1.44	201910
20191001	9.30	27.50	18.40	0.00	2.44	201910
20191002	13.40	17.90	15.65	2.35	2.35	201910
20191003	7.00	18.10	12.55	5.45	5.46	201910
20191004	5.20	15.80	10.50	7.50	7.50	201910
20191005	11.80	19.80	15.80	2.20	2.51	201910
20191006	7.80	19.50	13.65	4.35	4.55	201910
20191007	8.90	18.70	13.80	4.20	4.28	201910
20191008	6.00	22.90	14.45	3.55	4.54	201910
20191009	12.80	15.50	14.15	3.85	3.85	201910
20191010	7.10	19.80	13.45	4.55	4.80	201910
20191011	4.00	21.70	12.85	5.15	5.77	201910
20191012	5.50	24.60	15.05	2.95	4.44	201910
20191013	10.80	27.40	19.10	0.00	1.89	201910
20191014	8.20	26.40	17.30	0.70	3.00	201910
20191015	11.80	15.70	13.75	4.25	4.25	201910
20191016	5.90	19.90	12.90	5.10	5.36	201910
20191017	7.50	22.20	14.85	3.15	3.99	201910
20191018	10.70	21.20	15.95	2.05	2.72	201910
20191019	13.30	24.70	19.00	0.00	1.19	201910
20191020	12.30	28.80	20.55	0.00	1.28	201910
20191021	13.80	15.70	14.75	3.25	3.25	201910
20191022	12.80	18.60	15.70	2.30	2.37	201910
20191023	9.00	18.70	13.85	4.15	4.23	201910
20191024	9.00	17.80	13.40	4.60	4.60	201910
20191025	10.40	18.50	14.45	3.55	3.60	201910
20191026	6.50	22.20	14.35	3.65	4.46	201910
20191027	6.80	21.10	13.95	4.05	4.58	201910
20191028	11.20	18.80	15.00	3.00	3.10	201910
20191029	13.10	21.10	17.10	0.90	1.65	201910
20191030	13.70	21.70	17.70	0.30	1.31	201910
20191031	12.40	14.90	13.65	4.35	4.35	201911
20191101	11.70	18.00	14.85	3.15	3.15	201911
20191102	12.80	17.00	14.90	3.10	3.10	201911
20191103	10.70	13.70	12.20	5.80	5.80	201911
20191104	7.60	12.20	9.90	8.10	8.10	201911
20191105	7.70	16.60	12.15	5.85	5.85	201911
20191106	6.20	13.10	9.65	8.35	8.35	201911
20191107	1.50	7.90	4.70	13.30	13.30	201911
20191108	5.40	12.40	8.90	9.10	9.10	201911
20191109	3.00	12.50	7.75	10.25	10.25	201911
20191110	1.50	9.10	5.30	12.70	12.70	201911
20191111	4.60	10.20	7.40	10.60	10.60	201911
20191112	1.40	11.00	6.20	11.80	11.80	201911
20191113	-0.70	10.00	4.65	13.35	13.35	201911
20191114	-1.30	5.30	2.00	16.00	16.00	201911
20191115	0.30	4.20	2.25	15.75	15.75	201911
20191116	1.70	10.10	5.90	12.10	12.10	201911
20191117	-0.60	4.90	2.15	15.85	15.85	201911
20191118	1.80	8.00	4.90	13.10	13.10	201911
20191119	4.40	7.20	5.80	12.20	12.20	201911
20191120	3.80	9.80	6.80	11.20	11.20	201911
20191121	1.00	9.20	5.10	12.90	12.90	201911
20191122	1.90	9.80	5.85	12.15	12.15	201911
20191123	4.50	11.00	7.75	10.25	10.25	201911
20191124	6.40	11.00	8.70	9.30	9.30	201911
20191125	7.00	13.80	10.40	7.60	7.60	201911
20191126	2.90	14.30	8.60	9.40	9.40	201911
20191127	5.10	13.40	9.25	8.75	8.75	201911
20191128	8.40	12.40	10.40	7.60	7.60	201911
20191129	7.30	11.10	9.20	8.80	8.80	201912
20191130	3.10	10.90	7.00	11.00	11.00	201912
20191201	5.10	6.70	5.90	12.10	12.10	201912
20191202	5.20	8.20	6.70	11.30	11.30	201912
20191203	4.00	6.00	5.00	13.00	13.00	201912
20191204	1.40	6.50	3.95	14.05	14.05	201912
20191205	-2.70	4.80	1.05	16.95	16.95	201912
20191206	-1.30	6.50	2.60	15.40	15.40	201912
20191207	0.30	13.90	7.10	10.90	10.90	201912
20191208	-1.00	12.10	5.55	12.45	12.45	201912
20191209	3.50	9.40	6.45	11.55	11.55	201912
20191210	2.50	8.30	5.40	12.60	12.60	201912
20191211	-2.70	3.50	0.40	17.60	17.60	201912
20191212	1.60	8.60	5.10	12.90	12.90	201912
20191213	1.80	10.70	6.25	11.75	11.75	201912
20191214	4.30	9.20	6.75	11.25	11.25	201912
20191215	3.50	15.00	9.25	8.75	8.75	201912
20191216	3.00	9.80	6.40	11.60	11.60	201912
20191217	2.20	18.30	10.25	7.75	7.78	201912
20191218	7.70	17.20	12.45	5.55	5.55	201912
20191219	1.10	17.70	9.40	8.60	8.60	201912
20191220	8.30	16.00	12.15	5.85	5.85	201912
20191221	5.60	12.00	8.80	9.20	9.20	201912
20191222	6.90	12.60	9.75	8.25	8.25	201912
20191223	6.00	9.40	7.70	10.30	10.30	201912
20191224	1.20	6.40	3.80	14.20	14.20	201912
20191225	3.50	4.60	4.05	13.95	13.95	201912
20191226	1.60	7.60	4.60	13.40	13.40	201912
20191227	3.60	7.60	5.60	12.40	12.40	201912
20191228	3.00	7.00	5.00	13.00	13.00	201912
20191229	3.60	6.60	5.10	12.90	12.90	201912
20191230	1.50	7.40	4.45	13.55	13.55	201912
20191231	-2.90	8.00	2.55	15.45	15.45	202001
20200101	-2.60	1.90	-0.35	18.35	18.35	202001
20200102	-0.80	0.20	-0.30	18.30	18.30	202001
20200103	-1.50	2.90	0.70	17.30	17.30	202001
20200104	-0.80	11.40	5.30	12.70	12.70	202001
20200105	-1.70	5.90	2.10	15.90	15.90	202001
20200106	-3.90	9.60	2.85	15.15	15.15	202001
20200107	-3.20	9.50	3.15	14.85	14.85	202001
20200108	-2.40	9.70	3.65	14.35	14.35	202001
20200109	-3.50	10.10	3.30	14.70	14.70	202001
20200110	-0.50	10.50	5.00	13.00	13.00	202001
20200111	1.70	9.80	5.75	12.25	12.25	202001
20200112	-3.60	10.40	3.40	14.60	14.60	202001
20200113	-3.70	8.20	2.25	15.75	15.75	202001
20200114	-4.60	13.00	4.20	13.80	13.80	202001
20200115	-1.10	14.00	6.45	11.55	11.55	202001
20200116	-2.60	12.20	4.80	13.20	13.20	202001
20200117	-1.10	5.90	2.40	15.60	15.60	202001
20200118	-0.10	8.70	4.30	13.70	13.70	202001
20200119	-2.70	6.30	1.80	16.20	16.20	202001
20200120	-4.80	5.00	0.10	17.90	17.90	202001
20200121	-2.90	5.20	1.15	16.85	16.85	202001
20200122	-3.70	7.80	2.05	15.95	15.95	202001
20200123	-3.00	7.60	2.30	15.70	15.70	202001
20200124	-2.10	8.10	3.00	15.00	15.00	202001
20200125	-1.80	10.30	4.25	13.75	13.75	202001
20200126	0.00	9.10	4.55	13.45	13.45	202001
20200127	-0.10	10.20	5.05	12.95	12.95	202001
20200128	5.00	13.20	9.10	8.90	8.90	202001
20200129	4.30	9.80	7.05	10.95	10.95	202001
20200130	-1.40	8.30	3.45	14.55	14.55	202001
20200131	5.60	16.40	11.00	7.00	7.00	202002
20200201	2.40	10.70	6.55	11.45	11.45	202002
20200202	6.00	10.60	8.30	9.70	9.70	202002
20200203	7.00	16.20	11.60	6.40	6.40	202002
20200204	4.00	11.00	7.50	10.50	10.50	202002
20200205	0.80	10.00	5.40	12.60	12.60	202002
20200206	-1.90	8.20	3.15	14.85	14.85	202002
20200207	-4.00	10.70	3.35	14.65	14.65	202002
20200208	-2.70	12.50	4.90	13.10	13.10	202002
20200209	-2.90	15.90	6.50	11.50	11.50	202002
20200210	8.60	19.50	14.05	3.95	4.16	202002
20200211	7.00	10.30	8.65	9.35	9.35	202002
20200212	-0.60	12.10	5.75	12.25	12.25	202002
20200213	-3.50	12.50	4.50	13.50	13.50	202002
20200214	4.00	13.70	8.85	9.15	9.15	202002
20200215	-1.50	15.80	7.15	10.85	10.85	202002
20200216	-0.70	17.30	8.30	9.70	9.70	202002
20200217	3.90	13.20	8.55	9.45	9.45	202002
20200218	1.60	12.20	6.90	11.10	11.10	202002
20200219	0.00	7.40	3.70	14.30	14.30	202002
20200220	-1.80	15.50	6.85	11.15	11.15	202002
20200221	1.60	14.80	8.20	9.80	9.80	202002
20200222	-1.20	17.40	8.10	9.90	9.90	202002
20200223	-0.20	20.40	10.10	7.90	8.21	202002
20200224	0.40	20.80	10.60	7.40	7.79	202002
20200225	0.90	14.70	7.80	10.20	10.20	202002
20200226	2.90	7.30	5.10	12.90	12.90	202002
20200227	-0.80	9.10	4.15	13.85	13.85	202002
20200228	-0.90	13.30	6.20	11.80	11.80	202003
20200229	4.40	15.20	9.80	8.20	8.20	202003
20200301	5.30	16.00	10.65	7.35	7.35	202003
20200302	4.60	8.10	6.35	11.65	11.65	202003
20200303	1.90	10.80	6.35	11.65	11.65	202003
20200304	0.50	11.70	6.10	11.90	11.90	202003
20200305	5.90	10.60	8.25	9.75	9.75	202003
20200306	3.80	12.50	8.15	9.85	9.85	202003
20200307	3.90	12.80	8.35	9.65	9.65	202003
20200308	-0.70	17.00	8.15	9.85	9.85	202003
20200309	6.70	9.80	8.25	9.75	9.75	202003
20200310	1.00	7.40	4.20	13.80	13.80	202003
20200311	3.60	20.60	12.10	5.90	6.28	202003
20200312	3.60	19.80	11.70	6.30	6.53	202003
20200313	9.40	12.60	11.00	7.00	7.00	202003
20200314	1.50	15.80	8.65	9.35	9.35	202003
20200315	0.60	20.60	10.60	7.40	7.75	202003
20200316	2.20	20.80	11.50	6.50	6.90	202003
20200317	3.30	20.70	12.00	6.00	6.39	202003
20200318	3.40	21.60	12.50	5.50	6.09	202003
20200319	4.80	23.90	14.35	3.65	4.89	202003
20200320	4.60	22.90	13.75	4.25	5.19	202003
20200321	4.60	20.70	12.65	5.35	5.76	202003
20200322	8.70	15.40	12.05	5.95	5.95	202003
20200323	5.70	14.00	9.85	8.15	8.15	202003
20200324	3.40	12.90	8.15	9.85	9.85	202003
20200325	-0.50	13.20	6.35	11.65	11.65	202003
20200326	1.70	13.80	7.75	10.25	10.25	202003
20200327	0.90	13.40	7.15	10.85	10.85	202003
20200328	5.70	19.80	12.75	5.25	5.49	202003
20200329	4.40	16.30	10.35	7.65	7.65	202003
20200330	4.30	9.80	7.05	10.95	10.95	202003
20200331	5.00	13.20	9.10	8.90	8.90	202003
20200401	-0.80	17.80	8.50	9.50	9.50	202004
20200402	2.80	17.50	10.15	7.85	7.85	202004
20200403	1.60	16.70	9.15	8.85	8.85	202004
20200404	1.00	20.90	10.95	7.05	7.46	202004
20200405	3.00	24.00	13.50	4.50	5.70	202004
20200406	2.50	23.90	13.20	4.80	5.96	202004
20200407	4.50	25.00	14.75	3.25	4.81	202004
20200408	4.20	25.40	14.80	3.20	4.88	202004
20200409	4.50	26.00	15.25	2.75	4.64	202004
20200410	4.90	27.00	15.95	2.05	4.31	202004
20200411	5.30	27.10	16.20	1.80	4.12	202004
20200412	6.00	21.60	13.80	4.20	4.84	202004
20200413	8.80	22.70	15.75	2.25	3.29	202004
20200414	8.50	20.90	14.70	3.30	3.82	202004
20200415	4.70	23.70	14.20	3.80	4.97	202004
20200416	7.40	24.40	15.90	2.10	3.62	202004
20200417	6.60	22.90	14.75	3.25	4.26	202004
20200418	7.90	25.90	16.90	1.10	3.19	202004
20200419	11.00	18.20	14.60	3.40	3.42	202004
20200420	12.80	21.90	17.35	0.65	1.66	202004
20200421	13.20	19.70	16.45	1.55	1.87	202004
20200422	11.60	25.20	18.40	0.00	1.78	202004
20200423	8.20	25.40	16.80	1.20	3.13	202004
20200424	9.20	26.80	18.00	0.00	2.55	202004
20200425	8.60	26.40	17.50	0.50	2.84	202004
20200426	11.60	22.30	16.95	1.05	2.12	202004
20200427	12.60	22.70	17.65	0.35	1.64	202004
20200428	12.50	15.90	14.20	3.80	3.80	202004
20200429	9.70	21.50	15.60	2.40	3.12	202005
20200430	11.30	13.60	12.45	5.55	5.55	202005
20200501	9.20	11.60	10.40	7.60	7.60	202005
20200502	10.10	18.40	14.25	3.75	3.79	202005
20200503	11.40	22.40	16.90	1.10	2.19	202005
20200504	8.20	28.10	18.15	0.00	2.81	202005
20200505	13.70	25.40	19.55	0.00	1.01	202005
20200506	11.50	24.00	17.75	0.25	1.94	202005
20200507	9.20	27.10	18.15	0.00	2.52	202005
20200508	12.50	28.90	20.70	0.00	1.21	202005
20200509	11.00	25.30	18.15	0.00	2.00	202005
20200510	12.40	23.80	18.10	0.00	1.60	202005
20200511	12.80	22.80	17.80	0.20	1.55	202005
20200512	7.90	16.30	12.10	5.90	5.90	202005
20200513	10.30	17.00	13.65	4.35	4.35	202005
20200514	12.80	18.30	15.55	2.45	2.48	202005
20200515	11.30	16.00	13.65	4.35	4.35	202005
20200516	12.30	20.70	16.50	1.50	2.08	202005
20200517	11.80	24.80	18.30	0.00	1.74	202005
20200518	9.90	26.70	18.30	0.00	2.29	202005
20200519	11.00	27.90	19.45	0.00	1.78	202005
20200520	11.80	29.30	20.55	0.00	1.42	202005
20200521	12.00	29.20	20.60	0.00	1.36	202005
20200522	12.60	32.70	22.65	0.00	1.04	202005
20200523	14.90	25.90	20.40	0.00	0.61	202005
20200524	11.00	22.70	16.85	1.15	2.32	202005
20200525	8.90	25.30	17.10	0.90	2.85	202005
20200526	10.50	26.00	18.25	0.00	2.12	202005
20200527	9.80	26.90	18.35	0.00	2.31	202005
20200528	10.10	26.90	18.50	0.00	2.19	202005
20200529	10.80	25.40	18.10	0.00	2.07	202005
20200530	9.50	25.90	17.70	0.30	2.53	0
20200531	9.90	27.10	18.50	0.00	2.25	0
20200601	11.00	26.60	18.80	0.00	1.88	0
20200602	13.40	28.50	20.95	0.00	0.96	0
20200603	13.70	25.60	19.65	0.00	1.00	0
20200604	14.80	18.30	16.55	1.45	1.48	0
20200605	12.60	19.30	15.95	2.05	2.26	0
20200606	12.20	27.20	19.70	0.00	1.41	0
20200607	12.70	16.90	14.80	3.20	3.20	0
20200608	12.40	19.10	15.75	2.25	2.41	0
20200609	12.20	16.20	14.20	3.80	3.80	0
20200610	12.30	16.40	14.35	3.65	3.65	0
20200611	12.50	23.80	18.15	0.00	1.56	0
20200612	14.60	23.50	19.05	0.00	0.82	0
20200613	13.00	17.10	15.05	2.95	2.95	0
20200614	13.00	22.10	17.55	0.45	1.55	0
20200615	12.60	25.10	18.85	0.00	1.41	0
20200616	14.00	25.50	19.75	0.00	0.90	0
20200617	14.70	24.20	19.45	0.00	0.75	0
20200618	11.30	24.10	17.70	0.30	2.01	0
20200619	11.70	24.00	17.85	0.15	1.86	0
20200620	10.70	26.40	18.55	0.00	2.01	0
20200621	12.10	27.40	19.75	0.00	1.43	0
20200622	13.50	28.50	21.00	0.00	0.93	0
20200623	14.70	30.50	22.60	0.00	0.55	0
20200624	16.60	32.70	24.65	0.00	0.16	0
20200625	17.50	32.70	25.10	0.00	0.05	0
20200626	17.40	29.70	23.55	0.00	0.06	0
20200627	18.80	32.30	25.55	0.00	0.00	0
20200628	17.00	29.60	23.30	0.00	0.11	0
20200629	19.60	29.40	24.50	0.00	0.00	0
20200630	14.00	29.70	21.85	0.00	0.75	0
20200701	16.10	33.50	24.80	0.00	0.24	0
20200702	16.00	29.20	22.60	0.00	0.29	0
20200703	16.80	22.60	19.70	0.00	0.20	0
20200704	12.50	28.10	20.30	0.00	1.25	0
20200705	13.90	31.20	22.55	0.00	0.74	0
20200706	15.70	28.20	21.95	0.00	0.36	0
20200707	13.00	27.70	20.35	0.00	1.11	0
20200708	12.30	30.40	21.35	0.00	1.21	0
20200709	13.50	34.30	23.90	0.00	0.77	0
20200710	15.70	31.70	23.70	0.00	0.32	0
20200711	18.40	26.70	22.55	0.00	0.00	0
20200712	12.80	28.80	20.80	0.00	1.13	0
20200713	13.60	30.20	21.90	0.00	0.84	0
20200714	12.50	28.70	20.60	0.00	1.22	0
20200715	14.70	24.60	19.65	0.00	0.73	0
20200716	16.70	24.70	20.70	0.00	0.19	0
20200717	17.70	25.90	21.80	0.00	0.03	0
20200718	17.70	28.30	23.00	0.00	0.03	0
20200719	12.50	31.40	21.95	0.00	1.11	0
20200720	12.80	34.50	23.65	0.00	0.94	0
20200721	16.50	33.80	25.15	0.00	0.17	0
20200722	16.30	30.70	23.50	0.00	0.22	0
20200723	14.60	32.70	23.65	0.00	0.54	0
20200724	17.00	28.50	22.75	0.00	0.12	0
20200725	13.30	32.20	22.75	0.00	0.87	0
20200726	16.00	32.20	24.10	0.00	0.26	0
20200727	14.30	36.10	25.20	0.00	0.56	0
20200728	18.20	35.20	26.70	0.00	0.00	0
20200729	18.60	33.40	26.00	0.00	0.00	0
20200730	19.20	37.40	28.30	0.00	0.00	0
20200731	17.90	38.80	28.35	0.00	0.01	0
20200801	19.00	36.40	27.70	0.00	0.00	0
20200802	18.70	29.30	24.00	0.00	0.00	0
20200803	16.80	19.80	18.30	0.00	0.30	0
20200804	13.90	23.90	18.90	0.00	1.03	0
20200805	10.70	26.90	18.80	0.00	1.97	0
20200806	11.70	30.80	21.25	0.00	1.38	0
20200807	13.70	34.00	23.85	0.00	0.73	0
20200808	14.30	34.70	24.50	0.00	0.58	0
20200809	15.40	36.40	25.90	0.00	0.34	0
20200810	17.50	36.30	26.90	0.00	0.05	0
20200811	16.90	35.80	26.35	0.00	0.11	0
20200812	17.70	34.00	25.85	0.00	0.03	0
20200813	18.80	32.30	25.55	0.00	0.00	0
20200814	16.40	29.70	23.05	0.00	0.21	0
20200815	15.40	31.10	23.25	0.00	0.39	0
20200816	15.20	28.30	21.75	0.00	0.48	0
20200817	17.60	27.90	22.75	0.00	0.04	0
20200818	16.00	29.90	22.95	0.00	0.28	0
20200819	14.30	33.10	23.70	0.00	0.60	0
20200820	16.40	34.60	25.50	0.00	0.19	0
20200821	17.20	35.90	26.55	0.00	0.08	0
20200822	19.40	29.50	24.45	0.00	0.00	0
20200823	16.80	26.80	21.80	0.00	0.16	0
20200824	12.70	27.00	19.85	0.00	1.25	0
20200825	10.80	30.70	20.75	0.00	1.67	0
20200826	13.80	32.30	23.05	0.00	0.74	0
20200827	12.70	30.70	21.70	0.00	1.08	0
20200828	13.90	21.40	17.65	0.35	1.27	0
20200829	14.60	16.80	15.70	2.30	2.30	0
20200830	14.20	19.30	16.75	1.25	1.49	0
20200831	9.60	21.70	15.65	2.35	3.12	0
20200901	9.60	24.40	17.00	1.00	2.67	0
20200902	10.40	24.70	17.55	0.45	2.30	0
20200903	10.10	26.50	18.30	0.00	2.23	0
20200904	11.70	29.80	20.75	0.00	1.42	0
20200905	13.40	30.80	22.10	0.00	0.88	0
20200906	14.20	22.10	18.15	0.00	1.07	0
20200907	11.50	21.20	16.35	1.65	2.35	0
20200908	10.90	26.60	18.75	0.00	1.92	0
20200909	12.20	24.80	18.50	0.00	1.59	0
20200910	14.40	27.40	20.90	0.00	0.71	0
20200911	14.50	28.30	21.40	0.00	0.65	0
20200912	15.30	29.60	22.45	0.00	0.43	0
20200913	14.70	30.60	22.65	0.00	0.55	0
20200914	16.60	31.20	23.90	0.00	0.17	0
20200915	17.00	31.10	24.05	0.00	0.11	0
20200916	14.90	30.40	22.65	0.00	0.51	0
20200917	14.20	29.60	21.90	0.00	0.70	0
20200918	14.90	31.30	23.10	0.00	0.49	0
20200919	17.80	27.00	22.40	0.00	0.02	0
20200920	15.70	21.50	18.60	0.00	0.57	0
20200921	14.00	25.60	19.80	0.00	0.90	0
20200922	15.80	22.90	19.35	0.00	0.46	0
20200923	15.50	25.30	20.40	0.00	0.47	0
20200924	14.70	21.50	18.10	0.00	0.94	0
20200925	8.70	13.90	11.30	6.70	6.70	202009
20200926	6.50	12.20	9.35	8.65	8.65	202009
20200927	3.60	11.20	7.40	10.60	10.60	202009
20200928	8.30	16.80	12.55	5.45	5.45	202009
20200929	10.20	19.40	14.80	3.20	3.40	202009
20200930	13.30	22.90	18.10	0.00	1.34	202009
20201001	8.80	17.50	13.15	4.85	4.85	202009
20201002	11.90	14.60	13.25	4.75	4.75	202010
20201003	7.20	18.10	12.65	5.35	5.36	202010
20201004	10.00	19.80	14.90	3.10	3.38	202010
20201005	5.90	18.70	12.30	5.70	5.77	202010
20201006	8.70	14.40	11.55	6.45	6.45	202010
20201007	11.00	18.40	14.70	3.30	3.34	202010
20201008	5.10	20.90	13.00	5.00	5.46	202010
20201009	6.80	20.00	13.40	4.60	4.89	202010
20201010	8.50	14.50	11.50	6.50	6.50	202010
20201011	8.30	13.50	10.90	7.10	7.10	202010
20201012	6.20	13.70	9.95	8.05	8.05	202010
20201013	1.70	13.90	7.80	10.20	10.20	202010
20201014	7.30	13.70	10.50	7.50	7.50	202010
20201015	7.70	9.10	8.40	9.60	9.60	202010
20201016	7.40	14.40	10.90	7.10	7.10	202010
20201017	5.80	15.00	10.40	7.60	7.60	202010
20201018	6.10	13.70	9.90	8.10	8.10	202010
20201019	2.00	17.00	9.50	8.50	8.50	202010
20201020	4.50	22.50	13.50	4.50	5.33	202010
20201021	14.50	28.00	21.25	0.00	0.66	202010
20201022	12.20	14.40	13.30	4.70	4.70	202010
20201023	12.30	18.20	15.25	2.75	2.77	202010
20201024	10.40	18.60	14.50	3.50	3.57	202010
20201025	5.50	18.10	11.80	6.20	6.21	202010
20201026	5.70	10.10	7.90	10.10	10.10	202010
20201027	5.50	15.30	10.40	7.60	7.60	202010
20201028	6.30	15.90	11.10	6.90	6.90	202010
20201029	9.80	17.70	13.75	4.25	4.25	202010
20201030	5.00	19.00	12.00	6.00	6.11	202011
20201031	4.30	20.20	12.25	5.75	6.05	202011
20201101	3.60	18.90	11.25	6.75	6.84	202011
20201102	5.40	20.60	13.00	5.00	5.39	202011
20201103	9.00	15.50	12.25	5.75	5.75	202011
20201104	8.20	12.30	10.25	7.75	7.75	202011
20201105	9.20	12.70	10.95	7.05	7.05	202011
20201106	9.60	15.60	12.60	5.40	5.40	202011
20201107	4.40	14.10	9.25	8.75	8.75	202011
20201108	8.00	17.80	12.90	5.10	5.10	202011
20201109	3.10	18.20	10.65	7.35	7.37	202011
20201110	3.60	17.50	10.55	7.45	7.45	202011
20201111	8.70	13.90	11.30	6.70	6.70	202011
20201112	3.50	17.40	10.45	7.55	7.55	202011
20201113	1.50	15.00	8.25	9.75	9.75	202011
20201114	1.60	19.30	10.45	7.55	7.69	202011
20201115	2.90	19.30	11.10	6.90	7.05	202011
20201116	9.60	14.70	12.15	5.85	5.85	202011
20201117	1.40	12.60	7.00	11.00	11.00	202011
20201118	0.10	16.00	8.05	9.95	9.95	202011
20201119	1.50	10.10	5.80	12.20	12.20	202011
20201120	6.50	12.00	9.25	8.75	8.75	202011
20201121	2.90	9.50	6.20	11.80	11.80	202011
20201122	-2.60	10.40	3.90	14.10	14.10	202011
20201123	-2.80	11.50	4.35	13.65	13.65	202011
20201124	-2.80	12.00	4.60	13.40	13.40	202011
20201125	-3.30	10.20	3.45	14.55	14.55	202011
20201126	-2.60	10.10	3.75	14.25	14.25	202011
20201127	-2.90	10.90	4.00	14.00	14.00	202011
20201128	-2.50	8.60	3.05	14.95	14.95	202011
20201129	-1.60	5.70	2.05	15.95	15.95	202011
20201130	3.90	5.00	4.45	13.55	13.55	202011
20201201	2.00	4.60	3.30	14.70	14.70	202011
20201202	-0.30	4.50	2.10	15.90	15.90	202012
20201203	-1.50	10.80	4.65	13.35	13.35	202012
20201204	0.50	9.80	5.15	12.85	12.85	202012
20201205	-0.70	1.60	0.45	17.55	17.55	202012
20201206	-1.00	1.20	0.10	17.90	17.90	202012
20201207	0.30	4.40	2.35	15.65	15.65	202012
20201208	0.10	6.70	3.40	14.60	14.60	202012
20201209	2.40	3.90	3.15	14.85	14.85	202012
20201210	-2.60	4.70	1.05	16.95	16.95	202012
20201211	-3.70	6.50	1.40	16.60	16.60	202012
20201212	1.80	5.60	3.70	14.30	14.30	202012
20201213	2.20	8.00	5.10	12.90	12.90	202012
20201214	-1.50	11.20	4.85	13.15	13.15	202012
20201215	4.10	9.90	7.00	11.00	11.00	202012
20201216	4.40	12.50	8.45	9.55	9.55	202012
20201217	1.40	8.90	5.15	12.85	12.85	202012
20201218	5.30	12.30	8.80	9.20	9.20	202012
20201219	1.50	10.80	6.15	11.85	11.85	202012
20201220	2.80	8.60	5.70	12.30	12.30	202012
20201221	4.10	8.40	6.25	11.75	11.75	202012
20201222	2.90	11.90	7.40	10.60	10.60	202012
20201223	1.70	9.60	5.65	12.35	12.35	202012
20201224	6.50	12.20	9.35	8.65	8.65	202012
20201225	2.50	6.00	4.25	13.75	13.75	202012
20201226	-0.50	5.40	2.45	15.55	15.55	202012
20201227	-5.00	10.10	2.55	15.45	15.45	202012
20201228	4.10	10.70	7.40	10.60	10.60	202012
20201229	4.80	10.90	7.85	10.15	10.15	202012
20201230	-1.50	4.90	1.70	16.30	16.30	202012
20201231	-1.40	3.40	1.00	17.00	17.00	202101
20210101	1.70	3.10	2.40	15.60	15.60	202101
20210102	1.50	3.20	2.35	15.65	15.65	202101
20210103	1.20	1.90	1.55	16.45	16.45	202101
20210104	1.00	3.60	2.30	15.70	15.70	202101
20210105	0.20	3.60	1.90	16.10	16.10	202101
20210106	1.20	2.80	2.00	16.00	16.00	202101
20210107	0.30	3.60	1.95	16.05	16.05	202101
20210108	-4.60	3.80	-0.40	18.40	18.40	202101
20210109	-5.00	2.40	-1.30	19.30	19.30	202101
20210110	-2.40	1.00	-0.70	18.70	18.70	202101
20210111	-0.70	1.00	0.15	17.85	17.85	202101
20210112	-4.90	1.20	-1.85	19.85	19.85	202101
20210113	-0.30	3.70	1.70	16.30	16.30	202101
20210114	2.70	7.00	4.85	13.15	13.15	202101
20210115	2.40	5.60	4.00	14.00	14.00	202101
20210116	0.30	3.90	2.10	15.90	15.90	202101
20210117	-0.90	2.70	0.90	17.10	17.10	202101
20210118	-3.20	4.20	0.50	17.50	17.50	202101
20210119	-5.20	6.80	0.80	17.20	17.20	202101
20210120	-3.60	14.50	5.45	12.55	12.55	202101
20210121	7.60	15.40	11.50	6.50	6.50	202101
20210122	5.60	11.40	8.50	9.50	9.50	202101
20210123	0.00	6.00	3.00	15.00	15.00	202101
20210124	0.70	8.20	4.45	13.55	13.55	202101
20210125	0.50	6.70	3.60	14.40	14.40	202101
20210126	-2.40	5.60	1.60	16.40	16.40	202101
20210127	-1.10	4.10	1.50	16.50	16.50	202101
20210128	2.30	7.70	5.00	13.00	13.00	202101
20210129	5.40	14.80	10.10	7.90	7.90	202101
20210130	1.30	6.90	4.10	13.90	13.90	202101
20210131	4.20	11.20	7.70	10.30	10.30	202101
20210201	4.90	9.10	7.00	11.00	11.00	202101
20210202	5.80	9.50	7.65	10.35	10.35	202102
20210203	6.80	20.40	13.60	4.40	4.77	202102
20210204	2.60	11.30	6.95	11.05	11.05	202102
20210205	2.80	11.90	7.35	10.65	10.65	202102
20210206	4.10	11.90	8.00	10.00	10.00	202102
20210207	4.70	8.90	6.80	11.20	11.20	202102
20210208	-0.80	9.60	4.40	13.60	13.60	202102
20210209	4.30	10.90	7.60	10.40	10.40	202102
20210210	4.10	10.70	7.40	10.60	10.60	202102
20210211	2.70	5.90	4.30	13.70	13.70	202102
20210212	-0.20	2.10	0.95	17.05	17.05	202102
20210213	-2.10	0.20	-0.95	18.95	18.95	202102
20210214	-4.90	5.40	0.25	17.75	17.75	202102
20210215	-3.80	11.60	3.90	14.10	14.10	202102
20210216	-1.60	13.20	5.80	12.20	12.20	202102
20210217	1.80	16.70	9.25	8.75	8.75	202102
20210218	-0.70	15.00	7.15	10.85	10.85	202102
20210219	1.10	17.40	9.25	8.75	8.75	202102
20210220	0.00	21.90	10.95	7.05	7.65	202102
